,PREC.I.1..in.,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
43209,2,-2.46E+00,-2.62E+00,1.30E+00,-1.29E+00,3.00E-01,-2.70E-01,0.00E+00,9.00E-02
43210,2,-2.49E+00,-2.56E+00,1.35E+00,-1.36E+00,2.40E-01,-9.00E-02,0.00E+00,9.00E-02
43211,2,-2.50E+00,-2.52E+00,1.37E+00,-1.35E+00,1.90E-01,9.00E-02,0.00E+00,8.00E-02
43212,2,-2.51E+00,-2.51E+00,1.39E+00,-1.37E+00,1.70E-01,2.50E-01,1.00E-02,9.00E-02
43213,2,-2.60E+00,-2.61E+00,1.37E+00,-1.35E+00,2.30E-01,1.90E-01,1.00E-02,1.00E-01
43214,2,-2.73E+00,-2.91E+00,1.35E+00,-1.04E+00,1.50E-01,3.00E-01,1.00E-02,9.00E-02
43215,2,-2.60E+00,-2.73E+00,1.35E+00,-1.22E+00,2.30E-01,1.00E-01,1.00E-02,9.00E-02
43216,2,-2.67E+00,-2.80E+00,1.37E+00,-1.14E+00,1.70E-01,2.30E-01,1.00E-02,9.00E-02
43217,2,-2.76E+00,-3.03E+00,1.31E+00,-9.00E-01,2.00E-01,2.40E-01,2.00E-02,9.00E-02
43218,2,-2.45E+00,-2.58E+00,1.43E+00,-1.14E+00,7.00E-02,5.70E-01,2.00E-02,8.00E-02
43219,2,-2.27E+00,-2.38E+00,1.52E+00,-1.25E+00,-2.00E-02,9.70E-01,3.00E-02,8.00E-02
43220,2,-2.17E+00,-2.37E+00,1.57E+00,-1.20E+00,-1.10E-01,1.27E+00,3.00E-02,8.00E-02
43221,2,-2.19E+00,-2.48E+00,1.42E+00,-1.12E+00,6.00E-02,8.80E-01,2.00E-02,9.00E-02
43222,2,-2.30E+00,-2.48E+00,1.47E+00,-1.14E+00,-1.00E-02,8.70E-01,2.00E-02,8.00E-02
43223,2.1,-2.19E+00,-2.20E+00,1.54E+00,-1.28E+00,-1.10E-01,1.29E+00,3.00E-02,8.00E-02
43224,2.1,-1.41E+00,-3.20E-01,1.84E+00,-3.30E+00,2.70E-01,-4.50E-01,0.00E+00,6.00E-02
43225,2.1,-1.22E+00,-6.30E-01,1.73E+00,-3.13E+00,6.50E-01,-1.32E+00,2.00E-02,1.00E-01
43226,2.1,-1.16E+00,-5.40E-01,1.85E+00,-3.16E+00,4.70E-01,-1.05E+00,3.00E-02,8.00E-02
43227,2.1,-1.07E+00,-3.90E-01,1.88E+00,-3.20E+00,3.70E-01,-5.30E-01,4.00E-02,7.00E-02
43228,2.1,-1.87E+00,-1.64E+00,1.69E+00,-2.05E+00,1.60E-01,4.60E-01,5.00E-02,8.00E-02
43229,2.1,-2.19E+00,-2.02E+00,1.69E+00,-1.75E+00,2.00E-02,8.30E-01,6.00E-02,7.00E-02
43230,2.1,-2.51E+00,-2.42E+00,1.59E+00,-1.34E+00,-2.00E-02,1.05E+00,6.00E-02,8.00E-02
43231,2.1,-2.34E+00,-2.23E+00,1.64E+00,-1.36E+00,-1.60E-01,1.56E+00,6.00E-02,7.00E-02
43232,2.1,-2.40E+00,-2.22E+00,1.64E+00,-1.54E+00,-3.00E-02,1.17E+00,6.00E-02,8.00E-02
43233,2.1,-2.44E+00,-2.35E+00,1.55E+00,-1.42E+00,5.00E-02,9.70E-01,6.00E-02,8.00E-02
43234,2.1,-2.22E+00,-2.10E+00,1.70E+00,-1.48E+00,-1.70E-01,1.44E+00,6.00E-02,6.00E-02
43235,2.1,-2.20E+00,-2.13E+00,1.79E+00,-1.36E+00,-3.60E-01,2.09E+00,7.00E-02,6.00E-02
43236,2.1,-2.51E+00,-2.43E+00,1.66E+00,-1.42E+00,-4.00E-02,1.17E+00,6.00E-02,8.00E-02
43237,2.1,-2.72E+00,-2.76E+00,1.53E+00,-1.14E+00,4.00E-02,1.04E+00,6.00E-02,9.00E-02
43238,2.1,-2.91E+00,-3.18E+00,1.41E+00,-8.40E-01,1.50E-01,5.60E-01,5.00E-02,1.00E-01
43239,2.1,-2.78E+00,-2.95E+00,1.42E+00,-1.06E+00,1.90E-01,5.40E-01,5.00E-02,1.00E-01
43240,2.1,-2.76E+00,-2.88E+00,1.46E+00,-1.02E+00,1.00E-01,7.30E-01,6.00E-02,9.00E-02
43241,2.1,-2.83E+00,-2.90E+00,1.49E+00,-1.01E+00,6.00E-02,9.80E-01,6.00E-02,9.00E-02
43242,2.1,-2.83E+00,-2.94E+00,1.46E+00,-1.05E+00,1.70E-01,6.20E-01,6.00E-02,1.00E-01
43243,2.1,-3.22E+00,-3.26E+00,1.27E+00,-1.01E+00,3.70E-01,-1.70E-01,0.00E+00,1.20E-01
43244,2.1,-2.45E+00,-1.93E+00,1.46E+00,-2.32E+00,6.50E-01,-1.23E+00,-1.00E-02,1.10E-01
43245,2.1,-1.96E+00,-7.90E-01,1.67E+00,-3.41E+00,8.00E-01,-1.95E+00,-1.00E-02,1.00E-01
43246,2.1,-1.72E+00,-5.40E-01,1.75E+00,-3.45E+00,6.50E-01,-1.51E+00,0.00E+00,9.00E-02
43247,2.1,-1.55E+00,-4.40E-01,1.85E+00,-3.52E+00,6.00E-01,-1.15E+00,1.00E-02,1.00E-01
43248,2.1,-1.51E+00,-4.80E-01,1.87E+00,-3.44E+00,5.70E-01,-1.23E+00,0.00E+00,1.00E-01
43249,2.1,-1.42E+00,-3.90E-01,1.87E+00,-3.44E+00,5.40E-01,-1.01E+00,1.00E-02,1.00E-01
43250,2.2,-1.24E+00,-3.20E-01,1.86E+00,-3.40E+00,5.90E-01,-1.07E+00,1.00E-02,1.10E-01
43251,2.2,-8.20E-01,-3.10E-01,1.80E+00,-3.22E+00,5.70E-01,-1.09E+00,0.00E+00,1.00E-01
43252,2.2,-1.82E+00,-1.51E+00,1.58E+00,-2.38E+00,4.70E-01,-5.30E-01,1.00E-02,1.00E-01
43253,2.1,-2.52E+00,-2.22E+00,1.50E+00,-1.83E+00,3.00E-01,-3.00E-02,1.00E-02,1.00E-01
43254,2.1,-2.70E+00,-2.33E+00,1.42E+00,-1.63E+00,2.70E-01,1.00E-02,0.00E+00,1.00E-01
43255,2.2,-2.76E+00,-2.50E+00,1.44E+00,-1.58E+00,2.80E-01,1.00E-02,1.00E-02,1.00E-01
43256,2.1,-2.92E+00,-2.88E+00,1.40E+00,-1.24E+00,2.60E-01,1.40E-01,2.00E-02,1.00E-01
43257,2.1,-2.74E+00,-2.58E+00,1.49E+00,-1.49E+00,2.20E-01,1.80E-01,1.00E-02,1.00E-01
43258,2.1,-2.82E+00,-2.68E+00,1.45E+00,-1.33E+00,1.90E-01,2.20E-01,1.00E-02,1.00E-01
43259,2.1,-2.75E+00,-2.65E+00,1.43E+00,-1.31E+00,2.00E-01,2.20E-01,2.00E-02,9.00E-02
43260,2.1,-2.79E+00,-2.75E+00,1.42E+00,-1.31E+00,2.60E-01,3.20E-01,2.00E-02,1.10E-01
43261,2.1,-2.81E+00,-2.75E+00,1.44E+00,-1.30E+00,2.20E-01,3.10E-01,2.00E-02,1.00E-01
43262,2.1,-2.93E+00,-2.96E+00,1.34E+00,-1.19E+00,3.50E-01,-8.00E-02,2.00E-02,1.10E-01
43263,2.1,-2.90E+00,-2.88E+00,1.42E+00,-1.21E+00,2.50E-01,2.00E-01,3.00E-02,1.00E-01
43264,2.1,-2.97E+00,-3.04E+00,1.33E+00,-1.13E+00,3.50E-01,-6.00E-02,2.00E-02,1.10E-01
43265,2.1,-3.00E+00,-3.21E+00,1.29E+00,-8.80E-01,2.70E-01,2.70E-01,1.00E-02,1.10E-01
43266,2.1,-3.02E+00,-3.19E+00,1.28E+00,-1.00E+00,3.90E-01,-1.30E-01,1.00E-02,1.20E-01
43267,2.1,-2.82E+00,-3.07E+00,1.38E+00,-8.60E-01,1.50E-01,7.10E-01,3.00E-02,1.10E-01
43268,2.1,-2.77E+00,-3.02E+00,1.38E+00,-1.09E+00,3.10E-01,7.00E-02,2.00E-02,1.10E-01
43269,2.2,-1.89E+00,-1.27E+00,1.67E+00,-2.54E+00,3.60E-01,-3.30E-01,2.00E-02,9.00E-02
43270,2.2,-1.35E+00,-4.20E-01,1.78E+00,-3.34E+00,5.50E-01,-1.23E+00,0.00E+00,8.00E-02
43271,2.1,-6.20E-01,2.30E-01,1.97E+00,-3.51E+00,2.40E-01,-2.90E-01,0.00E+00,7.00E-02
43272,2.2,-2.30E-01,9.60E-01,2.24E+00,-3.76E+00,-2.40E-01,1.15E+00,2.00E-02,3.00E-02
43273,2.2,-5.90E-01,7.90E-01,2.25E+00,-3.87E+00,-1.80E-01,1.19E+00,2.00E-02,4.00E-02
43274,2.3,-8.70E-01,4.80E-01,2.13E+00,-3.67E+00,-3.00E-02,5.40E-01,2.00E-02,5.00E-02
43275,2.3,-1.38E+00,-4.70E-01,1.91E+00,-2.89E+00,-1.00E-02,7.00E-01,2.00E-02,6.00E-02
43276,2.4,-1.78E+00,-1.34E+00,1.83E+00,-2.17E+00,-1.40E-01,1.37E+00,3.00E-02,7.00E-02
43277,2.5,-1.89E+00,-1.51E+00,1.79E+00,-1.95E+00,-2.10E-01,1.59E+00,3.00E-02,6.00E-02
43278,2.5,-1.92E+00,-1.64E+00,1.81E+00,-1.74E+00,-3.40E-01,2.01E+00,3.00E-02,6.00E-02
43279,2.5,-2.01E+00,-1.69E+00,1.75E+00,-1.60E+00,-3.70E-01,1.92E+00,3.00E-02,5.00E-02
43280,2.5,-1.91E+00,-1.67E+00,1.76E+00,-1.75E+00,-2.60E-01,1.81E+00,3.00E-02,7.00E-02
43281,2.5,-1.89E+00,-1.73E+00,1.73E+00,-1.67E+00,-2.30E-01,1.68E+00,3.00E-02,7.00E-02
43282,2.5,-2.01E+00,-2.04E+00,1.63E+00,-1.31E+00,-2.40E-01,1.65E+00,3.00E-02,7.00E-02
43283,2.5,-1.73E+00,-1.77E+00,1.76E+00,-1.58E+00,-2.80E-01,1.86E+00,3.00E-02,7.00E-02
43284,2.5,-1.64E+00,-1.70E+00,1.74E+00,-1.53E+00,-3.00E-01,1.95E+00,3.00E-02,7.00E-02
43285,2.5,-1.84E+00,-2.12E+00,1.63E+00,-1.38E+00,-1.00E-01,1.30E+00,2.00E-02,8.00E-02
43286,2.5,-2.47E+00,-2.89E+00,1.28E+00,-1.09E+00,3.70E-01,-1.20E-01,-1.00E-02,1.10E-01
43287,2.5,-2.42E+00,-2.69E+00,1.48E+00,-1.10E+00,1.40E-01,6.30E-01,6.00E-02,9.00E-02
43288,2.5,-2.40E+00,-2.60E+00,1.54E+00,-1.21E+00,9.00E-02,9.60E-01,6.00E-02,9.00E-02
43289,2.5,-2.52E+00,-2.67E+00,1.54E+00,-1.03E+00,-2.00E-02,1.01E+00,6.00E-02,7.00E-02
43290,2.5,-2.63E+00,-2.82E+00,1.46E+00,-1.11E+00,1.90E-01,5.60E-01,6.00E-02,9.00E-02
43291,2.5,-2.60E+00,-2.78E+00,1.50E+00,-1.11E+00,1.20E-01,6.70E-01,6.00E-02,9.00E-02
43292,2.5,-2.91E+00,-3.08E+00,1.20E+00,-1.08E+00,5.00E-01,-6.20E-01,-1.00E-02,1.10E-01
43293,2.5,-2.27E+00,-2.30E+00,1.51E+00,-1.55E+00,3.20E-01,1.00E-02,5.00E-02,9.00E-02
43294,2.5,-1.55E+00,-8.00E-01,1.65E+00,-3.08E+00,6.50E-01,-1.52E+00,-1.00E-02,9.00E-02
43295,2.5,-1.31E+00,-6.50E-01,1.73E+00,-3.10E+00,5.80E-01,-1.31E+00,0.00E+00,9.00E-02
43296,2.5,-1.19E+00,-4.70E-01,1.76E+00,-3.13E+00,5.00E-01,-1.08E+00,0.00E+00,8.00E-02
43297,2.5,-1.32E+00,-6.80E-01,1.68E+00,-3.10E+00,6.10E-01,-1.26E+00,-1.00E-02,9.00E-02
43298,2.5,-1.36E+00,-8.30E-01,1.76E+00,-2.95E+00,4.60E-01,-8.00E-01,0.00E+00,9.00E-02
43299,2.6,-2.02E+00,-2.11E+00,1.57E+00,-1.59E+00,2.00E-01,4.80E-01,6.00E-02,9.00E-02
43300,2.5,-2.46E+00,-2.47E+00,1.32E+00,-1.49E+00,4.30E-01,-5.80E-01,-1.00E-02,1.00E-01
43301,2.6,-1.72E+00,-1.47E+00,1.87E+00,-1.88E+00,-3.00E-01,1.83E+00,6.00E-02,5.00E-02
43302,2.6,-2.48E+00,-2.40E+00,1.38E+00,-1.48E+00,2.50E-01,-6.00E-02,-1.00E-02,9.00E-02
43303,2.7,-2.28E+00,-2.40E+00,1.62E+00,-1.36E+00,0.00E+00,1.07E+00,6.00E-02,8.00E-02
43304,2.8,-2.68E+00,-2.93E+00,1.33E+00,-1.30E+00,4.50E-01,-4.80E-01,0.00E+00,1.00E-01
43305,2.8,-2.39E+00,-2.61E+00,1.55E+00,-1.41E+00,2.20E-01,4.00E-01,5.00E-02,9.00E-02
43306,2.8,-2.40E+00,-2.64E+00,1.57E+00,-1.22E+00,5.00E-02,9.20E-01,6.00E-02,8.00E-02
43307,2.8,-2.46E+00,-2.61E+00,1.51E+00,-1.28E+00,1.70E-01,4.80E-01,6.00E-02,8.00E-02
43308,2.9,-2.80E+00,-3.04E+00,1.25E+00,-1.14E+00,4.40E-01,-5.30E-01,-1.00E-02,1.00E-01
43309,2.9,-2.69E+00,-2.96E+00,1.36E+00,-1.18E+00,3.40E-01,-8.00E-02,1.00E-02,1.00E-01
43310,3,-2.85E+00,-3.22E+00,1.25E+00,-8.90E-01,3.50E-01,-1.10E-01,0.00E+00,1.00E-01
43311,3,-2.75E+00,-3.11E+00,1.32E+00,-9.40E-01,3.10E-01,9.00E-02,3.00E-02,1.00E-01
43312,3.1,-2.82E+00,-3.16E+00,1.25E+00,-9.60E-01,3.90E-01,-2.10E-01,1.00E-02,1.00E-01
43313,3.1,-2.77E+00,-3.13E+00,1.27E+00,-9.10E-01,3.10E-01,3.00E-02,1.00E-02,1.00E-01
43314,3.2,-2.66E+00,-2.99E+00,1.34E+00,-8.60E-01,1.50E-01,4.00E-01,1.00E-02,9.00E-02
43315,3.3,-2.69E+00,-3.12E+00,1.33E+00,-9.50E-01,2.80E-01,5.00E-02,1.00E-02,1.00E-01
43316,3.5,-2.57E+00,-2.92E+00,1.33E+00,-1.03E+00,2.40E-01,1.60E-01,0.00E+00,9.00E-02
43317,3.5,-2.37E+00,-2.39E+00,1.39E+00,-1.50E+00,3.30E-01,-1.50E-01,0.00E+00,1.00E-01
43318,3.5,-1.74E+00,-1.10E+00,1.64E+00,-2.98E+00,6.70E-01,-1.54E+00,-2.00E-02,9.00E-02
43319,3.5,-1.69E+00,-1.13E+00,1.59E+00,-2.87E+00,7.40E-01,-1.78E+00,-2.00E-02,1.00E-01
43320,3.5,-1.49E+00,-9.50E-01,1.77E+00,-2.94E+00,5.50E-01,-1.12E+00,3.00E-02,8.00E-02
43321,3.5,-1.47E+00,-8.80E-01,1.82E+00,-2.98E+00,5.10E-01,-8.50E-01,4.00E-02,8.00E-02
43322,3.5,-1.37E+00,-8.90E-01,1.93E+00,-2.52E+00,5.00E-02,7.10E-01,5.00E-02,6.00E-02
43323,3.5,-1.73E+00,-1.38E+00,1.84E+00,-2.31E+00,1.70E-01,3.30E-01,4.00E-02,7.00E-02
43324,3.5,-2.05E+00,-1.84E+00,1.70E+00,-1.87E+00,1.20E-01,5.90E-01,4.00E-02,7.00E-02
43325,3.5,-1.99E+00,-1.72E+00,1.78E+00,-1.79E+00,-1.00E-01,1.32E+00,5.00E-02,6.00E-02
43326,3.5,-1.88E+00,-1.62E+00,1.89E+00,-1.87E+00,-2.10E-01,1.73E+00,6.00E-02,6.00E-02
43327,3.5,-2.15E+00,-2.01E+00,1.72E+00,-1.63E+00,0.00E+00,1.07E+00,5.00E-02,7.00E-02
43328,3.5,-2.28E+00,-2.19E+00,1.67E+00,-1.48E+00,4.00E-02,8.70E-01,5.00E-02,7.00E-02
43329,3.5,-2.22E+00,-2.25E+00,1.75E+00,-1.37E+00,-1.00E-01,1.42E+00,6.00E-02,7.00E-02
43330,3.5,-2.27E+00,-2.27E+00,1.70E+00,-1.32E+00,-8.00E-02,1.39E+00,6.00E-02,7.00E-02
43331,3.5,-2.18E+00,-2.07E+00,1.75E+00,-1.53E+00,-6.00E-02,1.36E+00,6.00E-02,7.00E-02
43332,3.5,-2.34E+00,-2.33E+00,1.72E+00,-1.26E+00,-1.10E-01,1.43E+00,6.00E-02,7.00E-02
43333,3.5,-2.47E+00,-2.44E+00,1.69E+00,-1.34E+00,4.00E-02,9.40E-01,6.00E-02,7.00E-02
43334,3.5,-2.46E+00,-2.37E+00,1.72E+00,-1.39E+00,1.00E-02,1.04E+00,6.00E-02,7.00E-02
43335,3.5,-2.70E+00,-2.80E+00,1.57E+00,-1.28E+00,2.90E-01,4.40E-01,5.00E-02,1.00E-01
43336,3.5,-2.64E+00,-2.69E+00,1.63E+00,-1.26E+00,1.80E-01,6.50E-01,6.00E-02,9.00E-02
43337,3.5,-3.00E+00,-3.06E+00,1.34E+00,-9.90E-01,3.50E-01,-1.40E-01,-1.00E-02,1.10E-01
43338,3.5,-2.88E+00,-3.02E+00,1.42E+00,-1.13E+00,3.70E-01,-6.00E-02,0.00E+00,1.10E-01
43339,3.5,-2.82E+00,-2.97E+00,1.42E+00,-1.08E+00,3.30E-01,7.00E-02,1.00E-02,1.00E-01
43340,3.5,-2.77E+00,-2.86E+00,1.40E+00,-1.22E+00,4.30E-01,-3.60E-01,0.00E+00,1.00E-01
43341,3.5,-1.65E+00,-7.40E-01,1.82E+00,-3.16E+00,6.60E-01,-1.41E+00,-1.00E-02,1.00E-01
43342,3.5,-1.42E+00,-5.50E-01,1.92E+00,-3.19E+00,6.40E-01,-1.19E+00,0.00E+00,1.10E-01
43343,3.5,-1.23E+00,-4.60E-01,1.96E+00,-3.16E+00,5.90E-01,-1.01E+00,0.00E+00,1.10E-01
43344,3.5,-8.10E-01,-2.00E-01,2.01E+00,-3.15E+00,5.00E-01,-7.60E-01,0.00E+00,1.10E-01
43345,3.6,-1.40E-01,-1.50E-01,1.89E+00,-2.91E+00,6.10E-01,-1.17E+00,-1.00E-02,1.20E-01
43346,3.5,-7.00E-02,-3.10E-01,1.81E+00,-2.77E+00,6.70E-01,-1.31E+00,-1.00E-02,1.20E-01
43347,3.6,-5.00E-01,-6.70E-01,1.66E+00,-2.59E+00,6.80E-01,-1.56E+00,-1.00E-02,9.00E-02
43348,3.6,-1.95E+00,-2.51E+00,1.42E+00,-1.15E+00,4.20E-01,-3.80E-01,1.00E-02,1.00E-01
43349,3.5,-2.37E+00,-2.45E+00,1.49E+00,-1.44E+00,3.70E-01,-2.60E-01,0.00E+00,9.00E-02
43350,3.5,-2.56E+00,-2.51E+00,1.47E+00,-1.41E+00,3.60E-01,-1.50E-01,0.00E+00,1.00E-01
43351,3.5,-2.49E+00,-2.44E+00,1.55E+00,-1.44E+00,2.50E-01,1.20E-01,0.00E+00,9.00E-02
43352,3.5,-2.49E+00,-2.55E+00,1.48E+00,-1.38E+00,3.40E-01,1.00E-02,0.00E+00,1.00E-01
43353,3.5,-2.53E+00,-2.68E+00,1.47E+00,-1.32E+00,3.80E-01,-1.10E-01,0.00E+00,1.00E-01
43354,3.5,-2.53E+00,-2.68E+00,1.46E+00,-1.25E+00,3.60E-01,-1.40E-01,1.00E-02,1.00E-01
43355,3.5,-2.60E+00,-2.84E+00,1.40E+00,-1.16E+00,3.90E-01,-3.30E-01,-1.00E-02,1.00E-01
43356,3.5,-2.65E+00,-2.85E+00,1.34E+00,-1.13E+00,4.50E-01,-4.30E-01,0.00E+00,1.00E-01
43357,3.5,-2.65E+00,-3.00E+00,1.28E+00,-8.80E-01,4.00E-01,-2.40E-01,-1.00E-02,1.00E-01
43358,3.5,-2.52E+00,-2.72E+00,1.48E+00,-1.18E+00,3.10E-01,1.10E-01,2.00E-02,1.00E-01
43359,3.5,-2.73E+00,-2.86E+00,1.42E+00,-1.14E+00,3.70E-01,-1.20E-01,1.00E-02,1.00E-01
43360,3.5,-2.62E+00,-2.72E+00,1.48E+00,-1.19E+00,2.60E-01,1.70E-01,1.00E-02,9.00E-02
43361,3.5,-2.69E+00,-2.80E+00,1.46E+00,-1.06E+00,2.20E-01,3.80E-01,2.00E-02,9.00E-02
43362,3.5,-2.77E+00,-2.77E+00,1.42E+00,-1.17E+00,3.00E-01,8.00E-02,0.00E+00,1.00E-01
43363,3.5,-2.87E+00,-3.06E+00,1.43E+00,-9.50E-01,2.50E-01,1.80E-01,0.00E+00,1.00E-01
43364,3.5,-2.70E+00,-2.91E+00,1.43E+00,-9.50E-01,2.20E-01,3.10E-01,0.00E+00,1.00E-01
43365,3.5,-2.83E+00,-3.25E+00,1.29E+00,-6.70E-01,3.60E-01,-6.00E-02,0.00E+00,1.10E-01
43366,3.5,-1.81E+00,-1.47E+00,1.70E+00,-2.39E+00,5.10E-01,-7.80E-01,1.00E-02,9.00E-02
43367,3.5,-4.60E-01,5.00E-02,2.07E+00,-3.17E+00,4.10E-01,-5.10E-01,3.00E-02,9.00E-02
43368,3.5,4.00E-01,8.50E-01,2.31E+00,-3.33E+00,5.00E-02,5.50E-01,4.00E-02,8.00E-02
43369,3.6,6.00E-01,1.12E+00,2.38E+00,-3.37E+00,-1.30E-01,1.01E+00,4.00E-02,6.00E-02
43370,3.5,7.50E-01,1.04E+00,2.35E+00,-3.33E+00,-9.00E-02,9.80E-01,4.00E-02,6.00E-02
43371,3.5,4.30E-01,7.30E-01,2.27E+00,-3.26E+00,-5.00E-02,8.10E-01,4.00E-02,5.00E-02
43372,3.5,-6.50E-01,-4.70E-01,1.99E+00,-2.48E+00,-1.00E-02,7.90E-01,5.00E-02,5.00E-02
43373,3.6,-2.08E+00,-2.30E+00,1.42E+00,-1.42E+00,4.00E-01,-5.30E-01,-2.00E-02,9.00E-02
43374,3.5,-2.34E+00,-2.49E+00,1.43E+00,-1.18E+00,2.30E-01,1.00E-01,-1.00E-02,9.00E-02
43375,3.5,-2.45E+00,-2.61E+00,1.43E+00,-1.33E+00,3.90E-01,-4.00E-01,-1.00E-02,1.00E-01
43376,3.5,-2.48E+00,-2.61E+00,1.52E+00,-1.33E+00,3.50E-01,7.00E-02,4.00E-02,1.00E-01
43377,3.5,-2.77E+00,-2.83E+00,1.34E+00,-1.28E+00,4.90E-01,-5.20E-01,-2.00E-02,1.10E-01
43378,3.5,-2.83E+00,-2.85E+00,1.39E+00,-1.22E+00,4.00E-01,-3.50E-01,-1.00E-02,1.00E-01
43379,3.5,-2.71E+00,-2.69E+00,1.43E+00,-1.26E+00,3.20E-01,-9.00E-02,-1.00E-02,1.00E-01
43380,3.6,-2.65E+00,-2.67E+00,1.43E+00,-1.27E+00,3.30E-01,-6.00E-02,-1.00E-02,1.00E-01
43381,3.5,-2.79E+00,-2.87E+00,1.36E+00,-1.16E+00,4.10E-01,-1.90E-01,-1.00E-02,1.10E-01
43382,3.5,-2.87E+00,-3.10E+00,1.33E+00,-9.50E-01,4.00E-01,-8.00E-02,-1.00E-02,1.10E-01
43383,3.5,-2.77E+00,-2.77E+00,1.41E+00,-1.11E+00,2.70E-01,3.00E-02,0.00E+00,9.00E-02
43384,3.5,-2.79E+00,-2.84E+00,1.41E+00,-1.10E+00,2.80E-01,5.00E-02,0.00E+00,1.00E-01
43385,3.5,-2.66E+00,-2.86E+00,1.41E+00,-9.40E-01,2.00E-01,4.00E-01,0.00E+00,1.00E-01
43386,3.5,-2.28E+00,-2.38E+00,1.48E+00,-1.07E+00,3.00E-02,7.80E-01,0.00E+00,8.00E-02
43387,3.5,-2.35E+00,-2.44E+00,1.53E+00,-1.07E+00,0.00E+00,7.40E-01,0.00E+00,7.00E-02
43388,3.5,-2.65E+00,-2.65E+00,1.35E+00,-1.27E+00,4.70E-01,-5.10E-01,0.00E+00,1.10E-01
43389,3.6,-1.72E+00,-1.05E+00,1.57E+00,-2.91E+00,9.60E-01,-2.42E+00,-3.00E-02,1.20E-01
43390,3.5,-1.01E+00,-7.30E-01,1.66E+00,-2.92E+00,9.50E-01,-2.31E+00,-3.00E-02,1.30E-01
43391,3.6,-5.10E-01,-4.20E-01,1.70E+00,-2.85E+00,8.80E-01,-2.12E+00,-3.00E-02,1.30E-01
43392,3.6,-3.20E-01,-5.60E-01,1.63E+00,-2.65E+00,9.40E-01,-2.51E+00,-3.00E-02,1.30E-01
43393,3.6,-1.70E-01,-3.40E-01,1.80E+00,-2.71E+00,6.70E-01,-1.54E+00,3.00E-02,1.00E-01
43394,3.6,-3.00E-01,-2.30E-01,1.80E+00,-2.76E+00,5.20E-01,-1.11E+00,2.00E-02,8.00E-02
43395,3.6,-1.40E-01,-7.00E-02,1.87E+00,-2.83E+00,4.40E-01,-8.30E-01,3.00E-02,8.00E-02
43396,3.5,-1.45E+00,-1.20E+00,1.84E+00,-2.01E+00,-2.00E-02,8.60E-01,4.00E-02,6.00E-02
43397,3.5,-2.07E+00,-1.66E+00,1.79E+00,-1.77E+00,-1.00E-01,1.22E+00,5.00E-02,6.00E-02
43398,3.5,-2.34E+00,-2.08E+00,1.72E+00,-1.37E+00,-1.40E-01,1.30E+00,6.00E-02,5.00E-02
43399,3.5,-2.32E+00,-1.90E+00,1.73E+00,-1.50E+00,-1.40E-01,1.15E+00,5.00E-02,5.00E-02
43400,3.5,-2.38E+00,-1.99E+00,1.70E+00,-1.46E+00,-1.10E-01,1.10E+00,5.00E-02,5.00E-02
43401,3.5,-2.43E+00,-2.17E+00,1.66E+00,-1.37E+00,-3.00E-02,9.60E-01,5.00E-02,6.00E-02
43402,3.5,-2.47E+00,-2.22E+00,1.62E+00,-1.35E+00,2.00E-02,8.50E-01,5.00E-02,7.00E-02
43403,3.5,-2.48E+00,-2.31E+00,1.63E+00,-1.32E+00,4.00E-02,8.10E-01,5.00E-02,7.00E-02
43404,3.6,-2.54E+00,-2.31E+00,1.58E+00,-1.22E+00,2.00E-02,7.50E-01,6.00E-02,6.00E-02
43405,3.5,-2.81E+00,-2.77E+00,1.43E+00,-1.03E+00,2.20E-01,1.00E-01,3.00E-02,8.00E-02
43406,3.5,-2.84E+00,-2.78E+00,1.39E+00,-1.00E+00,2.60E-01,9.00E-02,3.00E-02,8.00E-02
43407,3.5,-2.91E+00,-2.76E+00,1.30E+00,-9.40E-01,2.50E-01,-9.00E-02,0.00E+00,8.00E-02
43408,3.5,-2.89E+00,-2.78E+00,1.35E+00,-9.10E-01,2.00E-01,-5.00E-02,1.00E-02,7.00E-02
43409,3.5,-2.83E+00,-2.83E+00,1.38E+00,-8.80E-01,1.60E-01,2.60E-01,1.00E-02,8.00E-02
43410,3.5,-2.85E+00,-2.75E+00,1.34E+00,-9.00E-01,1.90E-01,4.00E-02,1.00E-02,7.00E-02
43411,3.5,-2.99E+00,-2.96E+00,1.25E+00,-8.10E-01,3.10E-01,-3.10E-01,0.00E+00,8.00E-02
43412,3.6,-2.67E+00,-2.53E+00,1.45E+00,-1.01E+00,5.00E-02,4.80E-01,1.00E-02,7.00E-02
43413,3.6,-2.38E+00,-1.94E+00,1.53E+00,-1.40E+00,1.00E-02,6.00E-01,1.00E-02,6.00E-02
43414,3.7,-1.70E+00,-4.10E-01,1.76E+00,-2.95E+00,3.00E-01,-8.20E-01,-1.00E-02,4.00E-02
43415,3.7,-1.46E+00,-1.50E-01,1.83E+00,-3.09E+00,2.80E-01,-7.10E-01,0.00E+00,5.00E-02
43416,3.7,-1.40E+00,-2.00E-01,1.80E+00,-3.05E+00,3.40E-01,-8.40E-01,0.00E+00,6.00E-02
43417,3.7,-1.41E+00,-2.80E-01,1.84E+00,-3.02E+00,3.20E-01,-8.70E-01,0.00E+00,5.00E-02
