,PREC.I.1..in.,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
7029,0.3,7.00E-02,-1.81E+00,-2.60E-01,-2.60E-01,9.30E-01,-5.70E-01,-2.00E-02,1.50E-01
7030,0.3,3.70E-01,-1.73E+00,-2.60E-01,-1.20E-01,8.70E-01,-4.40E-01,-2.00E-02,1.40E-01
7031,0.3,2.30E-01,-2.05E+00,-3.90E-01,5.00E-02,1.04E+00,-9.00E-01,-3.00E-02,1.60E-01
7032,0.3,-6.00E-02,-2.17E+00,-3.70E-01,1.00E-01,9.70E-01,-7.80E-01,-2.00E-02,1.50E-01
7033,0.3,6.00E-02,-1.97E+00,-1.40E-01,3.00E-02,7.50E-01,1.60E-01,4.00E-02,1.40E-01
7034,0.3,4.30E-01,-1.26E+00,1.40E-01,-2.40E-01,2.70E-01,1.60E+00,5.00E-02,1.00E-01
7035,0.3,6.60E-01,-9.30E-01,2.60E-01,-3.60E-01,8.00E-02,2.38E+00,6.00E-02,1.00E-01
7036,0.3,4.80E-01,-1.05E+00,2.50E-01,-3.00E-01,7.00E-02,2.25E+00,6.00E-02,9.00E-02
7037,0.3,0.00E+00,-1.69E+00,5.00E-02,-1.20E-01,4.30E-01,1.35E+00,5.00E-02,1.20E-01
7038,0.3,-6.70E-01,-2.11E+00,1.00E-02,-8.00E-02,5.20E-01,1.15E+00,6.00E-02,1.30E-01
7039,0.3,-1.15E+00,-2.49E+00,-5.00E-02,-4.00E-02,6.60E-01,6.50E-01,6.00E-02,1.40E-01
7040,0.3,-1.02E+00,-2.26E+00,-2.00E-02,-8.00E-02,5.70E-01,9.60E-01,5.00E-02,1.30E-01
7041,0.3,-4.60E-01,-1.67E+00,1.20E-01,-5.00E-01,5.90E-01,7.60E-01,5.00E-02,1.30E-01
7042,0.3,1.50E-01,-9.30E-01,1.80E-01,-1.14E+00,8.00E-01,-4.00E-02,3.00E-02,1.40E-01
7043,0.3,9.20E-01,1.70E-01,3.60E-01,-1.89E+00,7.80E-01,-1.70E-01,3.00E-02,1.20E-01
7044,0.3,1.76E+00,1.03E+00,6.10E-01,-2.10E+00,4.00E-01,9.20E-01,4.00E-02,1.00E-01
7045,0.3,2.31E+00,1.36E+00,7.50E-01,-2.15E+00,3.60E-01,9.90E-01,4.00E-02,1.10E-01
7046,0.3,2.73E+00,1.55E+00,7.70E-01,-2.12E+00,3.50E-01,9.60E-01,4.00E-02,1.20E-01
7047,0.3,2.22E+00,1.01E+00,6.00E-01,-1.97E+00,3.80E-01,8.70E-01,4.00E-02,1.00E-01
7048,0.3,2.57E+00,1.31E+00,6.50E-01,-1.98E+00,2.10E-01,1.27E+00,4.00E-02,8.00E-02
7049,0.3,1.93E+00,4.70E-01,4.40E-01,-1.47E+00,2.80E-01,1.29E+00,4.00E-02,9.00E-02
7050,0.3,1.16E+00,-4.50E-01,2.20E-01,-8.90E-01,3.50E-01,1.09E+00,5.00E-02,9.00E-02
7051,0.3,4.00E-01,-1.25E+00,5.00E-02,-6.50E-01,6.40E-01,4.00E-01,4.00E-02,1.20E-01
7052,0.3,2.90E-01,-1.07E+00,1.50E-01,-7.10E-01,4.20E-01,1.13E+00,4.00E-02,1.10E-01
7053,0.3,2.00E-01,-1.07E+00,2.10E-01,-6.60E-01,2.90E-01,1.37E+00,4.00E-02,1.00E-01
7054,0.3,1.00E-01,-1.22E+00,1.90E-01,-4.10E-01,1.90E-01,1.74E+00,5.00E-02,9.00E-02
7055,0.3,-5.80E-01,-1.79E+00,7.00E-02,-3.60E-01,4.80E-01,1.01E+00,5.00E-02,1.20E-01
7056,0.3,-7.90E-01,-1.77E+00,8.00E-02,-3.80E-01,4.30E-01,1.18E+00,5.00E-02,1.20E-01
7057,0.3,-1.12E+00,-2.09E+00,1.00E-02,-3.30E-01,6.00E-01,8.50E-01,5.00E-02,1.40E-01
7058,0.3,-1.05E+00,-1.99E+00,7.00E-02,-3.40E-01,5.20E-01,1.12E+00,6.00E-02,1.30E-01
7059,0.3,-8.10E-01,-1.78E+00,1.30E-01,-3.70E-01,4.20E-01,1.43E+00,6.00E-02,1.30E-01
7060,0.3,-1.26E+00,-2.30E+00,-1.00E-02,-2.40E-01,6.90E-01,6.60E-01,5.00E-02,1.50E-01
7061,0.3,-1.49E+00,-2.35E+00,4.00E-02,-2.70E-01,6.40E-01,7.50E-01,5.00E-02,1.40E-01
7062,0.3,-1.49E+00,-2.27E+00,6.00E-02,-2.60E-01,5.70E-01,1.09E+00,6.00E-02,1.50E-01
7063,0.3,-1.54E+00,-2.22E+00,1.70E-01,-3.50E-01,4.90E-01,1.19E+00,6.00E-02,1.40E-01
7064,0.3,-1.53E+00,-2.17E+00,1.50E-01,-3.70E-01,5.40E-01,1.17E+00,6.00E-02,1.50E-01
7065,0.3,-7.20E-01,-1.09E+00,3.30E-01,-1.16E+00,6.90E-01,5.00E-01,5.00E-02,1.50E-01
7066,0.3,7.70E-01,5.40E-01,6.20E-01,-2.38E+00,9.10E-01,-3.50E-01,3.00E-02,1.60E-01
7067,0.3,1.58E+00,9.70E-01,6.30E-01,-2.28E+00,8.60E-01,-2.60E-01,3.00E-02,1.70E-01
7068,0.3,2.04E+00,9.90E-01,5.70E-01,-2.12E+00,8.80E-01,-3.90E-01,3.00E-02,1.70E-01
7069,0.3,2.24E+00,7.00E-01,4.50E-01,-1.89E+00,1.08E+00,-1.06E+00,2.00E-02,1.80E-01
7070,0.3,2.22E+00,4.50E-01,3.20E-01,-1.72E+00,1.18E+00,-1.38E+00,1.00E-02,1.80E-01
7071,0.3,2.00E+00,1.30E-01,1.70E-01,-1.51E+00,1.22E+00,-1.66E+00,0.00E+00,1.70E-01
7072,0.3,1.99E+00,1.10E-01,1.70E-01,-1.51E+00,1.09E+00,-1.18E+00,2.00E-02,1.60E-01
7073,0.3,1.78E+00,5.00E-02,1.50E-01,-1.50E+00,9.70E-01,-9.00E-01,2.00E-02,1.30E-01
7074,0.3,8.10E-01,-9.40E-01,6.00E-02,-8.70E-01,7.90E-01,-1.90E-01,3.00E-02,1.30E-01
7075,0.3,5.40E-01,-1.01E+00,1.20E-01,-7.70E-01,6.00E-01,4.60E-01,4.00E-02,1.10E-01
7076,0.3,5.00E-01,-1.11E+00,1.10E-01,-5.80E-01,5.20E-01,6.80E-01,4.00E-02,1.10E-01
7077,0.3,8.00E-02,-1.58E+00,-1.00E-02,-4.40E-01,7.30E-01,2.30E-01,4.00E-02,1.30E-01
7078,0.3,-6.00E-01,-2.09E+00,-2.60E-01,-2.60E-01,9.50E-01,-6.90E-01,-2.00E-02,1.50E-01
7079,0.3,-5.40E-01,-2.01E+00,-2.10E-01,-2.90E-01,8.80E-01,-3.10E-01,-1.00E-02,1.50E-01
7080,0.3,-1.00E+00,-2.47E+00,-2.70E-01,-5.00E-02,9.20E-01,-4.40E-01,-2.00E-02,1.60E-01
7081,0.3,-9.10E-01,-2.25E+00,-9.00E-02,-2.30E-01,8.10E-01,1.20E-01,3.00E-02,1.50E-01
7082,0.3,-1.45E+00,-2.50E+00,-1.90E-01,-2.30E-01,9.00E-01,-3.00E-01,-1.00E-02,1.60E-01
7083,0.3,-1.24E+00,-2.19E+00,-8.00E-02,-3.10E-01,7.10E-01,3.50E-01,0.00E+00,1.50E-01
7084,0.3,-1.17E+00,-2.22E+00,-1.00E-01,-2.20E-01,7.40E-01,2.00E-01,0.00E+00,1.50E-01
7085,0.3,-1.11E+00,-2.25E+00,-1.00E-01,-2.20E-01,7.70E-01,2.40E-01,0.00E+00,1.60E-01
7086,0.3,-9.10E-01,-2.09E+00,-5.00E-02,-1.60E-01,6.40E-01,6.00E-01,1.00E-02,1.50E-01
7087,0.3,-7.10E-01,-2.06E+00,-7.00E-02,-1.50E-01,7.20E-01,4.70E-01,1.00E-02,1.60E-01
7088,0.3,-8.80E-01,-2.21E+00,-7.00E-02,-9.00E-02,7.50E-01,3.80E-01,2.00E-02,1.60E-01
7089,0.3,-7.00E-01,-2.16E+00,-5.00E-02,-9.00E-02,7.40E-01,3.40E-01,2.00E-02,1.60E-01
7090,0.3,-8.50E-01,-1.95E+00,5.00E-02,-2.80E-01,5.90E-01,7.80E-01,1.00E-02,1.50E-01
7091,0.4,-1.07E+00,-1.71E+00,1.60E-01,-5.70E-01,4.70E-01,1.17E+00,1.00E-02,1.40E-01
7092,0.4,-9.00E-01,-1.33E+00,1.70E-01,-1.01E+00,7.40E-01,2.50E-01,1.00E-02,1.50E-01
7093,0.4,2.00E-02,2.50E-01,5.20E-01,-2.43E+00,8.30E-01,-1.60E-01,0.00E+00,1.50E-01
7094,0.4,6.50E-01,5.40E-01,6.00E-01,-2.40E+00,8.50E-01,-3.50E-01,0.00E+00,1.60E-01
7095,0.4,3.90E-01,-4.90E-01,2.30E-01,-1.53E+00,9.30E-01,-3.40E-01,1.00E-02,1.60E-01
7096,0.4,1.50E-01,-2.10E-01,3.70E-01,-1.85E+00,6.30E-01,5.80E-01,2.00E-02,1.30E-01
7097,0.4,-7.00E-02,-3.80E-01,4.10E-01,-1.57E+00,3.90E-01,1.06E+00,2.00E-02,1.10E-01
7098,0.4,-3.90E-01,-7.10E-01,3.90E-01,-1.37E+00,3.80E-01,1.31E+00,6.00E-02,1.00E-01
7099,0.4,-1.29E+00,-1.82E+00,1.00E-02,-1.00E+00,8.90E-01,-4.10E-01,-1.00E-02,1.40E-01
7100,0.4,-1.42E+00,-1.88E+00,-4.00E-02,-8.90E-01,8.80E-01,-1.90E-01,-1.00E-02,1.50E-01
7101,0.4,-1.55E+00,-2.18E+00,-2.00E-02,-7.30E-01,9.00E-01,-3.20E-01,-1.00E-02,1.50E-01
7102,0.4,-1.62E+00,-2.12E+00,-2.00E-02,-6.50E-01,7.90E-01,-1.00E-02,-1.00E-02,1.50E-01
7103,0.4,-1.73E+00,-2.27E+00,-6.00E-02,-5.80E-01,8.50E-01,-1.20E-01,0.00E+00,1.60E-01
7104,0.4,-1.76E+00,-2.26E+00,-4.00E-02,-5.90E-01,8.50E-01,1.00E-01,1.00E-02,1.60E-01
7105,0.4,-1.85E+00,-2.32E+00,0.00E+00,-5.00E-01,7.60E-01,3.00E-01,1.00E-02,1.50E-01
7106,0.4,-1.78E+00,-2.27E+00,2.00E-02,-4.70E-01,7.10E-01,4.50E-01,1.00E-02,1.50E-01
7107,0.4,-1.61E+00,-2.19E+00,5.00E-02,-4.70E-01,6.60E-01,6.70E-01,1.00E-02,1.50E-01
7108,0.4,-1.23E+00,-1.70E+00,2.00E-01,-5.60E-01,3.90E-01,1.50E+00,3.00E-02,1.30E-01
7109,0.4,-1.66E+00,-2.11E+00,1.00E-01,-5.60E-01,6.30E-01,8.40E-01,1.00E-02,1.60E-01
7110,0.4,-1.68E+00,-2.12E+00,1.10E-01,-5.10E-01,5.90E-01,8.70E-01,1.00E-02,1.50E-01
7111,0.5,-1.33E+00,-1.65E+00,2.90E-01,-6.80E-01,3.40E-01,1.65E+00,3.00E-02,1.30E-01
7112,0.5,-1.71E+00,-2.14E+00,1.00E-01,-5.40E-01,6.70E-01,7.80E-01,2.00E-02,1.60E-01
7113,0.5,-1.55E+00,-1.88E+00,1.40E-01,-8.10E-01,7.90E-01,3.70E-01,2.00E-02,1.70E-01
7114,0.5,-7.40E-01,-7.60E-01,3.30E-01,-1.76E+00,1.02E+00,-7.60E-01,1.00E-02,1.60E-01
7115,0.5,-4.00E-02,-3.00E-01,4.70E-01,-1.93E+00,9.50E-01,-3.60E-01,4.00E-02,1.60E-01
7116,0.5,1.33E+00,1.12E+00,8.40E-01,-2.53E+00,6.90E-01,2.00E-01,4.00E-02,1.50E-01
7117,0.5,1.53E+00,1.22E+00,7.50E-01,-2.50E+00,6.00E-01,5.70E-01,3.00E-02,1.40E-01
7118,0.5,1.21E+00,6.40E-01,5.30E-01,-2.24E+00,7.80E-01,-4.00E-02,3.00E-02,1.40E-01
7119,0.5,1.32E+00,6.30E-01,5.60E-01,-2.23E+00,7.00E-01,1.10E-01,4.00E-02,1.20E-01
7120,0.5,1.33E+00,2.00E-01,4.30E-01,-1.69E+00,7.60E-01,3.00E-02,3.00E-02,1.50E-01
7121,0.5,9.50E-01,1.00E-02,2.90E-01,-1.92E+00,9.90E-01,-8.00E-01,3.00E-02,1.40E-01
7122,0.5,1.10E-01,-6.70E-01,3.60E-01,-1.39E+00,6.20E-01,5.70E-01,5.00E-02,1.30E-01
7123,0.5,-1.03E+00,-1.63E+00,5.00E-02,-9.80E-01,8.20E-01,-2.10E-01,-1.00E-02,1.40E-01
7124,0.5,-1.34E+00,-1.87E+00,-2.00E-02,-8.30E-01,8.70E-01,-2.60E-01,-1.00E-02,1.50E-01
7125,0.5,-3.30E-01,-1.52E+00,9.00E-02,-6.40E-01,7.40E-01,9.00E-02,1.00E-02,1.40E-01
7126,0.5,-1.44E+00,-1.75E+00,1.70E-01,-9.10E-01,6.40E-01,6.70E-01,1.00E-02,1.40E-01
7127,0.5,-1.82E+00,-2.13E+00,7.00E-02,-7.60E-01,7.80E-01,2.10E-01,0.00E+00,1.60E-01
7128,0.5,-1.82E+00,-2.14E+00,6.00E-02,-7.30E-01,8.00E-01,1.60E-01,0.00E+00,1.60E-01
7129,0.5,-1.77E+00,-2.14E+00,7.00E-02,-7.00E-01,7.90E-01,2.80E-01,0.00E+00,1.60E-01
7130,0.5,-2.00E+00,-2.24E+00,7.00E-02,-6.20E-01,7.70E-01,4.20E-01,1.00E-02,1.60E-01
7131,0.5,-2.03E+00,-2.25E+00,1.10E-01,-6.50E-01,7.60E-01,3.60E-01,1.00E-02,1.60E-01
7132,0.5,-2.09E+00,-2.23E+00,1.10E-01,-6.60E-01,7.50E-01,4.10E-01,1.00E-02,1.60E-01
7133,0.5,-2.14E+00,-2.32E+00,8.00E-02,-6.30E-01,8.10E-01,3.30E-01,0.00E+00,1.70E-01
7134,0.5,-2.07E+00,-2.29E+00,1.10E-01,-6.00E-01,7.70E-01,5.30E-01,1.00E-02,1.70E-01
7135,0.5,-2.16E+00,-2.32E+00,1.20E-01,-5.80E-01,7.80E-01,3.90E-01,1.00E-02,1.70E-01
7136,0.5,-2.01E+00,-2.15E+00,1.00E-01,-8.80E-01,1.04E+00,-2.70E-01,1.00E-02,1.90E-01
7137,0.5,-1.30E+00,-1.17E+00,3.60E-01,-1.54E+00,1.03E+00,-3.50E-01,1.00E-02,1.90E-01
7138,0.5,-4.20E-01,-2.00E-02,6.30E-01,-2.24E+00,9.00E-01,-1.90E-01,1.00E-02,1.70E-01
7139,0.5,-3.00E-02,4.00E-02,6.00E-01,-1.98E+00,6.50E-01,5.30E-01,1.00E-02,1.50E-01
7140,0.5,7.00E-01,8.00E-01,7.90E-01,-2.38E+00,4.60E-01,9.50E-01,1.00E-02,1.30E-01
7141,0.5,6.50E-01,5.80E-01,7.40E-01,-2.15E+00,4.50E-01,1.06E+00,2.00E-02,1.30E-01
7142,0.5,-4.70E-01,-2.40E-01,5.90E-01,-2.22E+00,7.80E-01,2.00E-02,1.00E-02,1.40E-01
7143,0.5,-8.00E-01,-6.60E-01,4.20E-01,-1.90E+00,9.20E-01,-1.80E-01,1.00E-02,1.60E-01
7144,0.5,-1.28E+00,-1.48E+00,2.20E-01,-1.34E+00,9.80E-01,-4.60E-01,0.00E+00,1.60E-01
7145,0.5,-1.29E+00,-1.46E+00,2.90E-01,-1.28E+00,8.20E-01,1.40E-01,1.00E-02,1.60E-01
7146,0.5,-1.62E+00,-1.97E+00,1.50E-01,-9.40E-01,9.00E-01,-1.20E-01,0.00E+00,1.60E-01
7147,0.5,-1.86E+00,-2.23E+00,6.00E-02,-8.40E-01,1.02E+00,-4.30E-01,0.00E+00,1.70E-01
7148,0.5,-2.09E+00,-2.38E+00,1.00E-02,-7.80E-01,1.06E+00,-6.00E-01,0.00E+00,1.70E-01
7149,0.5,-2.10E+00,-2.32E+00,4.00E-02,-8.00E-01,1.00E+00,-4.20E-01,0.00E+00,1.70E-01
7150,0.5,-2.12E+00,-2.32E+00,3.00E-02,-7.60E-01,9.80E-01,-2.70E-01,-1.00E-02,1.80E-01
7151,0.5,-2.22E+00,-2.46E+00,2.00E-02,-6.90E-01,1.02E+00,-4.50E-01,-1.00E-02,1.80E-01
7152,0.5,-2.19E+00,-2.35E+00,5.00E-02,-7.00E-01,9.50E-01,-2.30E-01,0.00E+00,1.70E-01
7153,0.5,-2.21E+00,-2.35E+00,7.00E-02,-7.10E-01,9.40E-01,-1.30E-01,0.00E+00,1.80E-01
7154,0.5,-2.23E+00,-2.36E+00,7.00E-02,-6.90E-01,9.30E-01,-9.00E-02,0.00E+00,1.80E-01
7155,0.5,-2.25E+00,-2.48E+00,6.00E-02,-6.60E-01,1.00E+00,-1.60E-01,0.00E+00,1.90E-01
7156,0.5,-2.30E+00,-2.59E+00,4.00E-02,-5.80E-01,1.00E+00,-2.70E-01,-1.00E-02,1.90E-01
7157,0.5,-2.03E+00,-2.26E+00,3.10E-01,-6.70E-01,7.10E-01,8.90E-01,6.00E-02,1.70E-01
7158,0.5,-2.03E+00,-2.30E+00,2.80E-01,-6.40E-01,7.60E-01,7.90E-01,6.00E-02,1.70E-01
7159,0.5,-2.01E+00,-2.20E+00,3.30E-01,-6.90E-01,6.90E-01,8.40E-01,6.00E-02,1.60E-01
7160,0.5,-2.07E+00,-2.34E+00,2.70E-01,-5.60E-01,7.60E-01,8.10E-01,6.00E-02,1.70E-01
7161,0.5,-1.60E+00,-1.48E+00,4.90E-01,-1.26E+00,7.20E-01,7.70E-01,6.00E-02,1.70E-01
7162,0.5,-7.20E-01,2.10E-01,8.00E-01,-2.83E+00,9.30E-01,-1.30E-01,5.00E-02,1.60E-01
7163,0.5,0.00E+00,9.40E-01,1.06E+00,-3.04E+00,7.10E-01,5.30E-01,5.00E-02,1.60E-01
7164,0.6,5.00E-01,1.25E+00,1.06E+00,-3.00E+00,6.10E-01,8.20E-01,5.00E-02,1.60E-01
7165,0.6,1.22E+00,1.58E+00,1.09E+00,-2.95E+00,5.40E-01,1.02E+00,5.00E-02,1.60E-01
7166,0.6,1.63E+00,1.61E+00,1.06E+00,-2.86E+00,5.30E-01,1.01E+00,5.00E-02,1.50E-01
7167,0.6,1.83E+00,1.60E+00,1.01E+00,-2.70E+00,4.60E-01,1.02E+00,4.00E-02,1.40E-01
7168,0.6,1.52E+00,1.21E+00,8.80E-01,-2.56E+00,4.80E-01,8.80E-01,4.00E-02,1.20E-01
7169,0.6,1.31E+00,9.90E-01,7.80E-01,-2.45E+00,4.90E-01,7.40E-01,4.00E-02,1.10E-01
7170,0.6,4.00E-02,-4.90E-01,5.30E-01,-1.52E+00,4.80E-01,1.15E+00,6.00E-02,1.20E-01
7171,0.6,-9.40E-01,-1.39E+00,3.60E-01,-1.08E+00,6.10E-01,8.50E-01,5.00E-02,1.30E-01
7172,0.6,-1.35E+00,-1.70E+00,3.60E-01,-9.10E-01,5.80E-01,8.80E-01,6.00E-02,1.30E-01
7173,0.6,-1.40E+00,-1.64E+00,3.80E-01,-9.80E-01,5.80E-01,9.20E-01,6.00E-02,1.40E-01
7174,0.6,-1.59E+00,-1.84E+00,3.50E-01,-9.40E-01,6.70E-01,7.00E-01,5.00E-02,1.50E-01
7175,0.6,-1.58E+00,-1.70E+00,4.10E-01,-1.01E+00,5.90E-01,1.11E+00,7.00E-02,1.50E-01
7176,0.6,-2.08E+00,-2.29E+00,7.00E-02,-7.10E-01,9.00E-01,-7.00E-02,-1.00E-02,1.70E-01
7177,0.6,-2.13E+00,-2.23E+00,1.30E-01,-8.10E-01,8.90E-01,1.00E-02,0.00E+00,1.70E-01
7178,0.6,-2.18E+00,-2.17E+00,1.60E-01,-8.10E-01,8.30E-01,1.90E-01,0.00E+00,1.70E-01
7179,0.6,-2.18E+00,-2.25E+00,1.70E-01,-8.00E-01,8.70E-01,1.20E-01,0.00E+00,1.80E-01
7180,0.6,-2.21E+00,-2.28E+00,1.70E-01,-7.50E-01,8.60E-01,8.00E-02,0.00E+00,1.70E-01
7181,0.6,-2.29E+00,-2.36E+00,1.50E-01,-7.80E-01,9.40E-01,1.30E-01,1.00E-02,1.90E-01
7182,0.6,-2.23E+00,-2.30E+00,2.00E-01,-6.90E-01,8.30E-01,3.70E-01,2.00E-02,1.80E-01
7183,0.6,-2.23E+00,-2.31E+00,1.80E-01,-6.70E-01,8.30E-01,4.60E-01,1.00E-02,1.80E-01
7184,0.6,-1.83E+00,-1.80E+00,3.50E-01,-8.80E-01,6.40E-01,9.70E-01,2.00E-02,1.70E-01
7185,0.6,-1.05E+00,-7.70E-01,5.10E-01,-1.88E+00,9.50E-01,-1.00E-01,1.00E-02,1.80E-01
7186,0.6,7.00E-02,6.80E-01,8.20E-01,-2.83E+00,8.80E-01,-2.30E-01,1.00E-02,1.60E-01
7187,0.6,9.40E-01,1.39E+00,1.01E+00,-3.00E+00,6.10E-01,6.70E-01,1.00E-02,1.50E-01
7188,0.6,1.08E+00,1.32E+00,9.20E-01,-2.82E+00,6.10E-01,5.00E-01,1.00E-02,1.40E-01
7189,0.6,1.27E+00,1.23E+00,8.50E-01,-2.71E+00,6.90E-01,3.00E-01,0.00E+00,1.50E-01
7190,0.6,1.63E+00,1.43E+00,8.50E-01,-2.67E+00,6.50E-01,3.80E-01,0.00E+00,1.50E-01
7191,0.6,1.29E+00,7.00E-01,6.70E-01,-2.11E+00,6.40E-01,5.10E-01,0.00E+00,1.50E-01
7192,0.6,7.00E-01,-3.10E-01,4.00E-01,-1.36E+00,7.40E-01,1.50E-01,0.00E+00,1.50E-01
7193,0.6,3.90E-01,-8.30E-01,2.50E-01,-1.17E+00,9.60E-01,-5.40E-01,-1.00E-02,1.60E-01
7194,0.6,-3.60E-01,-1.66E+00,5.00E-02,-7.20E-01,1.10E+00,-7.50E-01,-1.00E-02,1.80E-01
7195,0.6,-9.10E-01,-2.07E+00,0.00E+00,-5.40E-01,1.07E+00,-7.20E-01,-1.00E-02,1.80E-01
7196,0.6,-1.32E+00,-2.13E+00,2.00E-02,-5.60E-01,9.90E-01,-4.90E-01,-1.00E-02,1.70E-01
7197,0.6,-1.36E+00,-1.97E+00,1.80E-01,-7.50E-01,8.60E-01,-8.00E-02,0.00E+00,1.60E-01
7198,0.6,-1.67E+00,-2.18E+00,1.10E-01,-6.50E-01,8.90E-01,-4.00E-02,0.00E+00,1.70E-01
7199,0.6,-1.68E+00,-2.24E+00,1.00E-01,-6.60E-01,9.60E-01,-2.40E-01,-1.00E-02,1.80E-01
7200,0.6,-1.79E+00,-2.35E+00,9.00E-02,-5.20E-01,9.30E-01,-1.50E-01,1.00E-02,1.70E-01
7201,0.6,-2.11E+00,-2.50E+00,8.00E-02,-5.30E-01,9.50E-01,-1.50E-01,1.00E-02,1.80E-01
7202,0.6,-2.03E+00,-2.33E+00,1.50E-01,-6.90E-01,8.90E-01,2.00E-02,0.00E+00,1.80E-01
7203,0.6,-2.10E+00,-2.46E+00,1.00E-01,-5.80E-01,9.30E-01,1.00E-02,0.00E+00,1.80E-01
7204,0.6,-2.00E+00,-2.41E+00,9.00E-02,-6.10E-01,9.70E-01,-1.10E-01,-1.00E-02,1.90E-01
7205,0.6,-2.31E+00,-2.60E+00,7.00E-02,-6.00E-01,1.04E+00,-2.90E-01,-1.00E-02,1.90E-01
7206,0.6,-2.40E+00,-2.66E+00,9.00E-02,-5.80E-01,1.02E+00,-1.30E-01,0.00E+00,2.00E-01
7207,0.6,-2.31E+00,-2.54E+00,1.30E-01,-6.10E-01,9.60E-01,1.00E-02,0.00E+00,1.90E-01
7208,0.6,-2.19E+00,-2.50E+00,1.30E-01,-5.60E-01,9.80E-01,-1.70E-01,0.00E+00,1.90E-01
7209,0.6,-1.38E+00,-1.54E+00,3.00E-01,-1.31E+00,1.12E+00,-7.00E-01,0.00E+00,1.90E-01
7210,0.6,2.50E-01,4.00E-02,5.30E-01,-2.34E+00,1.39E+00,-1.77E+00,-1.00E-02,2.10E-01
7211,0.6,6.90E-01,-6.00E-02,4.10E-01,-2.16E+00,1.54E+00,-2.22E+00,-2.00E-02,2.20E-01
7212,0.6,7.50E-01,8.00E-02,4.50E-01,-2.13E+00,1.29E+00,-1.51E+00,0.00E+00,1.90E-01
7213,0.6,1.03E+00,1.90E-01,5.30E-01,-2.12E+00,1.22E+00,-1.30E+00,2.00E-02,1.80E-01
7214,0.6,1.33E+00,4.10E-01,6.40E-01,-2.19E+00,1.05E+00,-7.70E-01,3.00E-02,1.70E-01
7215,0.6,1.15E+00,3.00E-02,5.60E-01,-1.64E+00,7.60E-01,8.00E-02,4.00E-02,1.40E-01
7216,0.6,4.10E-01,-3.50E-01,3.30E-01,-1.65E+00,9.00E-01,-4.40E-01,-3.00E-02,1.50E-01
7217,0.6,6.00E-02,-6.40E-01,3.60E-01,-1.35E+00,6.40E-01,3.60E-01,-1.00E-02,1.30E-01
7218,0.6,-3.10E-01,-1.19E+00,2.20E-01,-1.10E+00,8.00E-01,7.00E-02,-1.00E-02,1.50E-01
7219,0.6,-5.70E-01,-1.48E+00,1.50E-01,-8.70E-01,8.20E-01,-1.70E-01,-1.00E-02,1.50E-01
7220,0.6,-7.80E-01,-1.78E+00,8.00E-02,-7.60E-01,9.30E-01,-3.20E-01,-1.00E-02,1.60E-01
7221,0.6,-1.02E+00,-2.07E+00,2.00E-02,-5.80E-01,9.90E-01,-5.90E-01,-1.00E-02,1.60E-01
7222,0.6,-1.09E+00,-2.15E+00,-1.00E-02,-5.40E-01,1.01E+00,-6.00E-01,-1.00E-02,1.60E-01
7223,0.6,-9.50E-01,-1.91E+00,1.00E-01,-5.40E-01,7.50E-01,1.80E-01,-1.00E-02,1.50E-01
7224,0.6,-1.14E+00,-2.16E+00,1.00E-02,-4.50E-01,9.30E-01,-3.30E-01,0.00E+00,1.60E-01
7225,0.6,-1.40E+00,-2.36E+00,-4.00E-02,-4.30E-01,9.90E-01,-5.60E-01,-2.00E-02,1.60E-01
7226,0.6,-1.42E+00,-2.37E+00,0.00E+00,-4.10E-01,9.50E-01,-3.90E-01,-1.00E-02,1.60E-01
7227,0.6,-1.42E+00,-2.39E+00,-1.00E-02,-4.10E-01,9.60E-01,-3.80E-01,-1.00E-02,1.70E-01
7228,0.6,-1.58E+00,-2.53E+00,-5.00E-02,-3.30E-01,1.00E+00,-4.90E-01,-1.00E-02,1.70E-01
7229,0.6,-1.63E+00,-2.55E+00,-1.00E-02,-3.60E-01,9.60E-01,-4.50E-01,-1.00E-02,1.60E-01
7230,0.6,-1.69E+00,-2.68E+00,-3.00E-02,-2.90E-01,9.90E-01,-4.60E-01,-1.00E-02,1.70E-01
7231,0.6,-1.80E+00,-2.54E+00,0.00E+00,-3.90E-01,9.30E-01,-2.00E-01,0.00E+00,1.70E-01
7232,0.6,-1.74E+00,-2.59E+00,3.00E-02,-3.60E-01,9.30E-01,-2.40E-01,-1.00E-02,1.70E-01
7233,0.6,-1.38E+00,-2.41E+00,-1.00E-02,-4.50E-01,1.10E+00,-7.60E-01,-1.00E-02,1.80E-01
7234,0.6,7.00E-02,-5.70E-01,3.60E-01,-1.66E+00,1.05E+00,-9.30E-01,0.00E+00,1.60E-01
7235,0.6,4.60E-01,-2.10E-01,4.10E-01,-1.99E+00,1.14E+00,-1.47E+00,-1.00E-02,1.50E-01
7236,0.6,1.40E-01,-5.20E-01,2.60E-01,-1.92E+00,1.31E+00,-1.83E+00,-3.00E-02,1.70E-01
7237,0.6,6.70E-01,-2.00E-01,3.30E-01,-1.94E+00,1.32E+00,-1.80E+00,-3.00E-02,1.80E-01
7238,0.6,9.20E-01,-2.80E-01,2.70E-01,-1.80E+00,1.26E+00,-1.73E+00,-3.00E-02,1.70E-01
